1 27,5966
933,2543008 27,5945
954,992586 27,5944
977,237221 27,5943
1000 27,5942
1023,292992 27,5941
1047,128548 27,594
1071,519305 27,5938
1096,478196 27,5937
1122,018454 27,5936
1148,153621 27,5934
1174,897555 27,5933
1202,264435 27,5931
1230,268771 27,5929
1258,925412 27,5928
1288,249552 27,5926
1318,256739 27,5924
1348,962883 27,5922
1380,384265 27,592
1412,537545 27,5918
1445,439771 27,5915
1479,108388 27,5913
1513,561248 27,5911
1548,816619 27,5908
1584,893192 27,5905
1621,810097 27,5902
1659,586907 27,5899
1698,243652 27,5896
1737,800829 27,5893
1778,27941 27,5889
1819,700859 27,5886
1862,087137 27,5882
1905,460718 27,5878
1949,8446 27,5874
1995,262315 27,5869
2041,737945 27,5865
2089,296131 27,586
2137,96209 27,5855
2187,761624 27,585
2238,721139 27,5844
2290,867653 27,5839
2344,228815 27,5833
2398,832919 27,5826
2454,708916 27,582
2511,886432 27,5813
2570,395783 27,5806
2630,267992 27,5798
2691,534804 27,579
2754,228703 27,5782
2818,382931 27,5773
2884,031503 27,5764
2951,209227 27,5754
3019,95172 27,5745
3090,295433 27,5734
3162,27766 27,5723
3235,936569 27,5712
3311,311215 27,57
3388,441561 27,5687
3467,368505 27,5674
3548,133892 27,566
3630,780548 27,5646
3715,352291 27,5631
3801,893963 27,5615
3890,45145 27,5599
3981,071706 27,5582
4073,802778 27,5564
4168,693835 27,5545
4265,795188 27,5525
4365,158322 27,5504
4466,835922 27,5482
4570,881896 27,546
4677,351413 27,5436
4786,300923 27,5411
4897,788194 27,5385
5011,872336 27,5358
5128,61384 27,533
5248,074602 27,53
5370,317964 27,5269
5495,408739 27,5236
5623,413252 27,5202
5754,399373 27,5166
5888,436554 27,5129
6025,595861 27,509
6165,950019 27,5049
6309,573445 27,5006
6456,54229 27,4962
6606,93448 27,4915
6760,829754 27,4866
6918,309709 27,4815
7079,457844 27,4761
7244,359601 27,4705
7413,102413 27,4647
7585,77575 27,4585
7762,471166 27,4521
7943,282347 27,4454
8128,305162 27,4384
8317,637711 27,4311
8511,380382 27,4235
8709,6359 27,4155
8912,509381 27,4071
9120,108394 27,3984
9332,543008 27,3893
9549,92586 27,3797
9772,37221 27,3698
10000 27,3594
10232,92992 27,3485
10471,28548 27,3372
10715,19305 27,3253
10964,78196 27,3129
11220,18454 27,3
11481,53621 27,2865
11748,97555 27,2724
12022,64435 27,2577
12302,68771 27,2424
12589,25412 27,2264
12882,49552 27,2097
13182,56739 27,1923
13489,62883 27,1741
13803,84265 27,1552
14125,37545 27,1355
14454,39771 27,1149
14791,08388 27,0934
15135,61248 27,0711
15488,16619 27,0478
15848,93192 27,0236
16218,10097 26,9984
16595,86907 26,9721
16982,43652 26,9448
17378,00829 26,9164
17782,7941 26,8868
18197,00859 26,856
18620,87137 26,8241
19054,60718 26,7908
19498,446 26,7563
19952,62315 26,7205
20417,37945 26,6832
20892,96131 26,6446
21379,6209 26,6045
21877,61624 26,5629
22387,21139 26,5197
22908,67653 26,475
23442,28815 26,4287
23988,32919 26,3807
24547,08916 26,331
25118,86432 26,2795
25703,95783 26,2263
26302,67992 26,1713
26915,34804 26,1144
27542,28703 26,0556
28183,82931 25,9949
28840,31503 25,9322
29512,09227 25,8676
30199,5172 25,8008
30902,95433 25,7321
31622,7766 25,6612
32359,36569 25,5882
33113,11215 25,5131
33884,41561 25,4358
34673,68505 25,3563
35481,33892 25,2746
36307,80548 25,1906
37153,52291 25,1044
38018,93963 25,016
38904,5145 24,9252
39810,71706 24,8322
40738,02778 24,7369
41686,93835 24,6393
42657,95188 24,5393
43651,58322 24,4371
44668,35922 24,3326
45708,81896 24,2258
46773,51413 24,1166
47863,00923 24,0053
48977,88194 23,8916
50118,72336 23,7757
51286,1384 23,6575
52480,74602 23,5372
53703,17964 23,4146
54954,08739 23,2899
56234,13252 23,163
57543,99373 23,034
58884,36554 22,9029
60255,95861 22,7698
61659,50019 22,6346
63095,73445 22,4974
64565,4229 22,3582
66069,3448 22,2171
67608,29754 22,0741
69183,09709 21,9293
70794,57844 21,7826
72443,59601 21,6342
74131,02413 21,484
75857,7575 21,3321
77624,71166 21,1785
79432,82347 21,0233
81283,05162 20,8666
83176,37711 20,7083
85113,80382 20,5485
87096,359 20,3872
89125,09381 20,2245
91201,08394 20,0605
93325,43008 19,8951
95499,2586 19,7284
97723,7221 19,5604
100000 19,3913
102329,2992 19,2209
104712,8548 19,0494
107151,9305 18,8768
109647,8196 18,7031
112201,8454 18,5284
114815,3621 18,3527
117489,7555 18,176
120226,4435 17,9984
123026,8771 17,8199
125892,5412 17,6405
128824,9552 17,4603
131825,6739 17,2793
134896,2883 17,0975
138038,4265 16,915
141253,7545 16,7317
144543,9771 16,5477
147910,8388 16,3631
151356,1248 16,1778
154881,6619 15,9919
158489,3192 15,8055
162181,0097 15,6184
165958,6907 15,4308
169824,3652 15,2427
173780,0829 15,0541
177827,941 14,865
181970,0859 14,6754
186208,7137 14,4854
190546,0718 14,2949
194984,46 14,104
199526,2315 13,9128
204173,7945 13,7212
208929,6131 13,5292
213796,209 13,3368
218776,1624 13,1441
223872,1139 12,9511
229086,7653 12,7578
234422,8815 12,5642
239883,2919 12,3703
245470,8916 12,1762
251188,6432 11,9818
257039,5783 11,7871
263026,7992 11,5922
269153,4804 11,3971
275422,8703 11,2018
281838,2931 11,0063
288403,1503 10,8105
295120,9227 10,6146
301995,172 10,4185
309029,5433 10,2222
316227,766 10,0257
323593,6569 9,82911
331131,1215 9,63234
338844,1561 9,43543
346736,8505 9,23837
354813,3892 9,04118
363078,0548 8,84387
371535,2291 8,64642
380189,3963 8,44886
389045,145 8,25119
398107,1706 8,05341
407380,2778 7,85553
416869,3835 7,65754
426579,5188 7,45946
436515,8322 7,26129
446683,5922 7,06303
457088,1896 6,86469
467735,1413 6,66627
478630,0923 6,46777
489778,8194 6,26919
501187,2336 6,07055
512861,384 5,87183
524807,4602 5,67305
537031,7964 5,47421
549540,8739 5,2753
562341,3252 5,07634
575439,9373 4,87732
588843,6554 4,67825
602559,5861 4,47912
616595,0019 4,27995
630957,3445 4,08072
645654,229 3,88145
660693,448 3,68213
676082,9754 3,48276
691830,9709 3,28336
707945,7844 3,08391
724435,9601 2,88442
741310,2413 2,68489
758577,575 2,48533
776247,1166 2,28572
794328,2347 2,08608
812830,5162 1,8864
831763,7711 1,68669
851138,0382 1,48694
870963,59 1,28716
891250,9381 1,08734
912010,8394 0,887496
933254,3008 0,687614
954992,586 0,487699
977237,221 0,287751
1000000 0,0877709
1023292,992 -0,112242
1047128,548 -0,312287
1071519,305 -0,512365
1096478,196 -0,712475
1122018,454 -0,912619
1148153,621 -1,1128
1174897,555 -1,31301
1202264,435 -1,51325
1230268,771 -1,71353
1258925,412 -1,91384
1288249,552 -2,11419
1318256,739 -2,31458
1348962,883 -2,515
1380384,265 -2,71547
1412537,545 -2,91597
1445439,771 -3,11651
1479108,388 -3,31709
1513561,248 -3,51772
1548816,619 -3,71838
1584893,192 -3,9191
1621810,097 -4,11986
1659586,907 -4,32067
1698243,652 -4,52153
1737800,829 -4,72244
1778279,41 -4,9234
1819700,859 -5,12442
1862087,137 -5,32549
1905460,718 -5,52663
1949844,6 -5,72783
1995262,315 -5,92909
2041737,945 -6,13042
2089296,131 -6,33182
2137962,09 -6,53329
2187761,624 -6,73483
2238721,139 -6,93646
2290867,653 -7,13816
2344228,815 -7,33995
2398832,919 -7,54183
2454708,916 -7,7438
2511886,432 -7,94587
2570395,783 -8,14804
2630267,992 -8,35031
2691534,804 -8,55269
2754228,703 -8,75519
2818382,931 -8,9578
2884031,503 -9,16053
2951209,227 -9,3634
3019951,72 -9,5664
3090295,433 -9,76954
3162277,66 -9,97282
3235936,569 -10,1763
3311311,215 -10,3798
3388441,561 -10,5836
3467368,505 -10,7875
3548133,892 -10,9916
3630780,548 -11,1959
3715352,291 -11,4004
3801893,963 -11,6051
3890451,45 -11,81
3981071,706 -12,0151
4073802,778 -12,2205
4168693,835 -12,4261
4265795,188 -12,6319
4365158,322 -12,838
4466835,922 -13,0444
4570881,896 -13,251
4677351,413 -13,4579
4786300,923 -13,6651
4897788,194 -13,8727
5011872,336 -14,0805
5128613,84 -14,2887
5248074,602 -14,4973
5370317,964 -14,7062
5495408,739 -14,9154
5623413,252 -15,1251
5754399,373 -15,3351
5888436,554 -15,5456
6025595,861 -15,7565
6165950,019 -15,9679
6309573,445 -16,1797
6456542,29 -16,3919
6606934,48 -16,6047
6760829,754 -16,818
6918309,709 -17,0318
7079457,844 -17,2461
7244359,601 -17,461
7413102,413 -17,6764
7585775,75 -17,8924
7762471,166 -18,109
7943282,347 -18,3263
8128305,162 -18,5441
8317637,711 -18,7626
8511380,382 -18,9818
8709635,9 -19,2016
8912509,381 -19,4222
9120108,394 -19,6434
9332543,008 -19,8653
9549925,86 -20,088
9772372,21 -20,3114
10000000 -20,5355
10232929,92 -20,7605
10471285,48 -20,9861
10715193,05 -21,2126
10964781,96 -21,4399
11220184,54 -21,6679
11481536,21 -21,8967
11748975,55 -22,1264
12022644,35 -22,3568
12302687,71 -22,5881
12589254,12 -22,8201
12882495,52 -23,053
13182567,39 -23,2866
13489628,83 -23,521
13803842,65 -23,7563
14125375,45 -23,9923
14454397,71 -24,229
14791083,88 -24,4665
15135612,48 -24,7048
15488166,19 -24,9437
15848931,92 -25,1834
16218100,97 -25,4237
16595869,07 -25,6647
16982436,52 -25,9064
17378008,29 -26,1486
17782794,1 -26,3914
18197008,59 -26,6348
18620871,37 -26,8787
19054607,18 -27,1231
19498446 -27,3679
19952623,15 -27,6132
20417379,45 -27,8589
20892961,31 -28,1049
21379620,9 -28,3512
21877616,24 -28,5979
22387211,39 -28,8447
22908676,53 -29,0918
23442288,15 -29,3391
23988329,19 -29,5865
24547089,16 -29,834
25118864,32 -30,0815
25703957,83 -30,3291
26302679,92 -30,5768
26915348,04 -30,8243
27542287,03 -31,0719
28183829,31 -31,3193
28840315,03 -31,5666
29512092,27 -31,8138
30199517,2 -32,0609
30902954,33 -32,3077
31622776,6 -32,5544
32359365,69 -32,8008
33113112,15 -33,047
33884415,61 -33,293
34673685,05 -33,5387
35481338,92 -33,7842
36307805,48 -34,0294
37153522,91 -34,2744
38018939,63 -34,5192
38904514,5 -34,7636
39810717,06 -35,0079
40738027,78 -35,2519
41686938,35 -35,4958
42657951,88 -35,7394
43651583,22 -35,9829
44668359,22 -36,2262
45708818,96 -36,4694
46773514,13 -36,7125
47863009,23 -36,9556
48977881,94 -37,1986
50118723,36 -37,4417
51286138,4 -37,6848
52480746,02 -37,928
53703179,64 -38,1714
54954087,39 -38,4149
56234132,52 -38,6587
57543993,73 -38,9028
58884365,54 -39,1472
60255958,61 -39,3921
61659500,19 -39,6374
63095734,45 -39,8833
64565422,9 -40,1297
66069344,8 -40,3768
67608297,54 -40,6247
69183097,09 -40,8734
70794578,44 -41,123
72443596,01 -41,3735
74131024,13 -41,6252
75857757,5 -41,8779
77624711,66 -42,1319
79432823,47 -42,3872
81283051,62 -42,6439
83176377,11 -42,9022
85113803,82 -43,162
87096359 -43,4236
89125093,81 -43,687
91201083,94 -43,9524
93325430,08 -44,2198
95499258,6 -44,4895
97723722,1 -44,7614
100000000 -45,0357
102329299,2 -45,3127
104712854,8 -45,5923
107151930,5 -45,8748
109647819,6 -46,1603
112201845,4 -46,449
114815362,1 -46,741
117489755,5 -47,0366
120226443,5 -47,3358
123026877,1 -47,6388
125892541,2 -47,946
128824955,2 -48,2574
131825673,9 -48,5733
134896288,3 -48,8939
138038426,5 -49,2194
141253754,5 -49,5502
144543977,1 -49,8864
147910838,8 -50,2283
151356124,8 -50,5763
154881661,9 -50,9306
158489319,2 -51,2916
162181009,7 -51,6597
165958690,7 -52,0352
169824365,2 -52,4185
173780082,9 -52,8101
177827941 -53,2105
181970085,9 -53,6202
186208713,7 -54,0397
190546071,8 -54,4698
194984460 -54,9109
199526231,5 -55,364
204173794,5 -55,8298
208929613,1 -56,3092
213796209 -56,8033
218776162,4 -57,3131
223872113,9 -57,84
229086765,3 -58,3854
234422881,5 -58,951
239883291,9 -59,5386
245470891,6 -60,1503
251188643,2 -60,7888
257039578,3 -61,4568
263026799,2 -62,1579
269153480,4 -62,896
275422870,3 -63,6761
281838293,1 -64,504
288403150,3 -65,3868
295120922,7 -66,3333
301995172 -67,3543
309029543,3 -68,4636
316227766 -69,6778
323593656,9 -71,0178
331131121,5 -72,5074
338844156,1 -74,1684
346736850,5 -76,0014
354813389,2 -77,9212
363078054,8 -79,6003
371535229,1 -80,3647
380189396,3 -79,8037
389045145 -78,4092
398107170,6 -76,8284
407380277,8 -75,3519
416869383,5 -74,0496
426579518,8 -72,9168
436515832,2 -71,9308
446683592,2 -71,068
457088189,6 -70,3081
467735141,3 -69,6345
478630092,3 -69,0342
489778819,4 -68,4963
501187233,6 -68,0124
512861384 -67,5754
524807460,2 -67,1797
537031796,4 -66,8205
549540873,9 -66,4937
562341325,2 -66,1962
575439937,3 -65,9249
588843655,4 -65,6775
602559586,1 -65,4519
616595001,9 -65,2462
630957344,5 -65,0588
645654229 -64,8883
660693448 -64,7335
676082975,4 -64,5933
691830970,9 -64,4667
707945784,4 -64,3529
724435960,1 -64,2511
741310241,3 -64,1605
758577575 -64,0806
776247116,6 -64,0108
794328234,7 -63,9505
812830516,2 -63,8993
831763771,1 -63,8567
851138038,2 -63,8224
870963590 -63,796
891250938,1 -63,7771
912010839,4 -63,7654
933254300,8 -63,7607
954992586 -63,7627
977237221 -63,7711
1000000000 -63,7857
1023292992 -63,8063
1047128548 -63,8326
1071519305 -63,8646
1096478196 -63,902
1122018454 -63,9446
1148153621 -63,9922
1174897555 -64,0448
1202264435 -64,1022
1230268771 -64,1642
1258925412 -64,2307
1288249552 -64,3015
1318256739 -64,3766
1348962883 -64,4558
1380384265 -64,539
1412537545 -64,6261
1445439771 -64,717
1479108388 -64,8116
1513561248 -64,9097
1548816619 -65,0114
1584893192 -65,1164
1621810097 -65,2247
1659586907 -65,3361
1698243652 -65,4507
1737800829 -65,5683
1778279410 -65,6888
1819700859 -65,8121
1862087137 -65,9382
1905460718 -66,067
1949844600 -66,1983
1995262315 -66,3322
2041737945 -66,4685
2089296131 -66,6072
2137962090 -66,7481
2187761624 -66,8913
2238721139 -67,0366
2290867653 -67,184
2344228815 -67,3334
2398832919 -67,4848
2454708916 -67,638
2511886432 -67,7931
2570395783 -67,9499
2630267992 -68,1084
2691534804 -68,2685
2754228703 -68,4302
2818382931 -68,5935
2884031503 -68,7582
2951209227 -68,9243
3019951720 -69,0918
3090295433 -69,2606
3162277660 -69,4307
3235936569 -69,602
3311311215 -69,7745
3388441561 -69,9481
3467368505 -70,1228
3548133892 -70,2986
3630780548 -70,4753
3715352291 -70,6531
3801893963 -70,8317
3890451450 -71,0113
3981071706 -71,1917
4073802778 -71,373
4168693835 -71,555
4265795188 -71,7378
4365158322 -71,9213
4466835922 -72,1056
4570881896 -72,2905
4677351413 -72,476
4786300923 -72,6622
4897788194 -72,849
5011872336 -73,0363
5128613840 -73,2242
5248074602 -73,4126
5370317964 -73,6015
5495408739 -73,7909
5623413252 -73,9807
5754399373 -74,171
5888436554 -74,3617
6025595861 -74,5529
6165950019 -74,7444
6309573445 -74,9363
6456542290 -75,1285
6606934480 -75,3211
6760829754 -75,514
6918309709 -75,7072
7079457844 -75,9007
7244359601 -76,0945
7413102413 -76,2886
7585775750 -76,4829
7762471166 -76,6775
7943282347 -76,8723
8128305162 -77,0674
8317637711 -77,2626
8511380382 -77,4581
8709635900 -77,6538
8912509381 -77,8497
9120108394 -78,0457
9332543008 -78,242
9549925860 -78,4384
9772372210 -78,6349
1e+010 -78,8316
