10 33,2531
5128613,84 33,3066
5248074,602 33,3091
5370317,964 33,3118
5495408,739 33,3146
5623413,252 33,3175
5754399,373 33,3205
5888436,554 33,3237
6025595,861 33,327
6165950,019 33,3305
6309573,445 33,3342
6456542,29 33,338
6606934,48 33,342
6760829,754 33,3462
6918309,709 33,3506
7079457,844 33,3552
7244359,601 33,3601
7413102,413 33,3651
7585775,75 33,3704
7762471,166 33,376
7943282,347 33,3818
8128305,162 33,3879
8317637,711 33,3943
8511380,382 33,401
8709635,9 33,408
8912509,381 33,4153
9120108,394 33,423
9332543,008 33,431
9549925,86 33,4395
9772372,21 33,4483
10000000 33,4576
10232929,92 33,4673
10471285,48 33,4774
10715193,05 33,4881
10964781,96 33,4993
11220184,54 33,511
11481536,21 33,5232
11748975,55 33,5361
12022644,35 33,5495
12302687,71 33,5636
12589254,12 33,5784
12882495,52 33,5939
13182567,39 33,6101
13489628,83 33,6271
13803842,65 33,645
14125375,45 33,6637
14454397,71 33,6833
14791083,88 33,7038
15135612,48 33,7254
15488166,19 33,748
15848931,92 33,7716
16218100,97 33,7965
16595869,07 33,8225
16982436,52 33,8498
17378008,29 33,8784
17782794,1 33,9084
18197008,59 33,9399
18620871,37 33,973
19054607,18 34,0076
19498446 34,0439
19952623,15 34,082
20417379,45 34,122
20892961,31 34,1639
21379620,9 34,2079
21877616,24 34,2541
22387211,39 34,3025
22908676,53 34,3533
23442288,15 34,4066
23988329,19 34,4625
24547089,16 34,5212
25118864,32 34,5827
25703957,83 34,6473
26302679,92 34,715
26915348,04 34,786
27542287,03 34,8605
28183829,31 34,9386
28840315,03 35,0204
29512092,27 35,1062
30199517,2 35,1961
30902954,33 35,2902
31622776,6 35,3887
32359365,69 35,4917
33113112,15 35,5994
33884415,61 35,7118
34673685,05 35,829
35481338,92 35,951
36307805,48 36,0779
37153522,91 36,2095
38018939,63 36,3456
38904514,5 36,486
39810717,06 36,6303
40738027,78 36,7777
41686938,35 36,9276
42657951,88 37,0787
43651583,22 37,2296
44668359,22 37,3785
45708818,96 37,523
46773514,13 37,6603
47863009,23 37,7869
48977881,94 37,8987
50118723,36 37,9911
51286138,4 38,0586
52480746,02 38,0957
53703179,64 38,0966
54954087,39 38,0555
56234132,52 37,9676
57543993,73 37,8289
58884365,54 37,6372
60255958,61 37,3916
61659500,19 37,0934
63095734,45 36,7454
64565422,9 36,3519
66069344,8 35,918
67608297,54 35,4494
69183097,09 34,9518
70794578,44 34,4307
72443596,01 33,8912
74131024,13 33,3378
75857757,5 32,7743
77624711,66 32,2039
79432823,47 31,6292
81283051,62 31,0523
83176377,11 30,4749
85113803,82 29,8982
87096359 29,3231
89125093,81 28,7504
91201083,94 28,1804
93325430,08 27,6136
95499258,6 27,0501
97723722,1 26,4898
100000000 25,9328
102329299,2 25,379
104712854,8 24,8282
107151930,5 24,2803
109647819,6 23,7349
112201845,4 23,1919
114815362,1 22,6509
117489755,5 22,1117
120226443,5 21,5739
123026877,1 21,0373
125892541,2 20,5015
128824955,2 19,9661
131825673,9 19,4309
134896288,3 18,8955
138038426,5 18,3596
141253754,5 17,8227
144543977,1 17,2846
147910838,8 16,7448
151356124,8 16,2029
154881661,9 15,6587
158489319,2 15,1117
162181009,7 14,5614
165958690,7 14,0076
169824365,2 13,4498
173780082,9 12,8876
177827941 12,3205
181970085,9 11,7482
186208713,7 11,1702
190546071,8 10,5861
194984460 9,9954
199526231,5 9,39771
204173794,5 8,79258
208929613,1 8,17958
213796209 7,55827
218776162,4 6,92822
223872113,9 6,289
229086765,3 5,64022
234422881,5 4,98145
239883291,9 4,31233
245470891,6 3,63247
251188643,2 2,94153
257039578,3 2,23917
263026799,2 1,52508
269153480,4 0,798986
275422870,3 0,0606269
281838293,1 -0,690228
288403150,3 -1,45378
295120922,7 -2,2302
301995172 -3,01962
309029543,3 -3,82217
316227766 -4,63792
323593656,9 -5,46692
331131121,5 -6,30921
338844156,1 -7,16477
346736850,5 -8,03359
354813389,2 -8,91562
363078054,8 -9,81078
371535229,1 -10,719
380189396,3 -11,6401
389045145 -12,5741
398107170,6 -13,5207
407380277,8 -14,4798
416869383,5 -15,4512
426579518,8 -16,4349
436515832,2 -17,4305
446683592,2 -18,4379
457088189,6 -19,4569
467735141,3 -20,4873
478630092,3 -21,529
489778819,4 -22,5816
501187233,6 -23,645
512861384 -24,719
524807460,2 -25,8033
537031796,4 -26,8978
549540873,9 -28,0022
562341325,2 -29,1163
575439937,3 -30,24
588843655,4 -31,3729
602559586,1 -32,5149
616595001,9 -33,6658
630957344,5 -34,8253
645654229 -35,9933
660693448 -37,1694
676082975,4 -38,3536
691830970,9 -39,5455
707945784,4 -40,7451
724435960,1 -41,9519
741310241,3 -43,1659
758577575 -44,3868
776247116,6 -45,6143
794328234,7 -46,8483
812830516,2 -48,0885
831763771,1 -49,3346
851138038,2 -50,5864
870963590 -51,8435
891250938,1 -53,1058
912010839,4 -54,3728
933254300,8 -55,6442
954992586 -56,9197
977237221 -58,1987
1000000000 -59,481
